PORT,VALUE
36363,3
36364,5
36365,6
36366,8
36367,7
36368,6
36369,9
36370,9
36371,3
36372,2
36373,6
36374,0
36375,10
36376,5
36377,3
36378,9
36379,10
36380,11
36381,9
36382,7
36383,6
36384,5
36385,3
36386,2
36387,3
36388,6
36389,9
36390,6
36391,4
36392,4
36393,5
36394,8
36395,1
36396,10
36397,5
36398,6
36399,2
36400,5
36401,1
36402,4
36403,9
36404,7
36405,8
36406,9
36407,8
36408,5
36409,8
36410,4
36411,4
36412,3
36413,8
36414,3
36415,4
36416,6
36417,3
36418,1
36419,6
36420,2
36421,4
36422,3
36423,5
36424,3
36425,4
36426,5
36427,2
36428,2
36429,0
36430,0
36431,7
36432,1
36433,3
36434,2
36435,5
36436,0
36437,8
36438,2
36439,2
36440,2
36441,3
36442,0
36443,6
36444,0
36445,7
36446,1
36447,10
36448,0
36449,5
36450,4
36451,5
36452,4
36453,4
36454,2
36455,4
36456,0
36457,2
36458,4
36459,2
36460,3
36461,4
36462,2
36463,6
36464,3
36465,4
36466,2
36467,0
36468,5
36469,5
36470,9
36471,4
36472,2
36473,5
36474,3
36475,3
36476,2
36477,5
36478,8
36479,4
36480,5
36481,4
36482,2
36483,7
36484,11
36485,3
36486,6
36487,8
36488,1
36489,10
36490,4
36491,2
36492,4
36493,3
36494,4
36495,2
36496,2
36497,4
36498,0
36499,6
36500,3
36501,3
36502,4
36503,3
36504,2
36505,3
36506,3
36507,0
36508,5
36509,4
36510,4
36511,4
36512,2
36513,5
36514,1
36515,6
36516,3
36517,1
36518,9
36519,2
36520,4
36521,8
36522,2
36523,5
36524,5
36525,3
36526,5
36527,7
36528,6
36529,4
36530,8
36531,3
36532,9
36533,4
36534,1
36535,5
36536,14
36537,4
36538,4
36539,7
36540,5
36541,4
36542,9
36543,8
36544,2
36545,7
36546,8
36547,5
36548,4
36549,4
36550,9
36551,3
36552,9
36553,2
36554,9
36555,3
36556,4
36557,4
36558,8
36559,4
36560,3
36561,6
36562,4
36563,9
36564,5
36565,0
36566,6
36567,3
36568,3
36569,5
36570,0
36571,4
36572,6
36573,5
36574,0
36575,3
36576,4
36577,2
36578,2
36579,4
36580,2
36581,7
36582,2
36583,3
36584,3
36585,5
36586,8
36587,6
36588,8
36589,0
36590,2
36591,5
36592,6
36593,2
36594,4
36595,3
36596,7
36597,4
36598,3
36599,2
36600,0
36601,6
36602,4
36603,10
36604,9
36605,9
36606,13
36607,3
36608,1
36609,3
36610,6
36611,7
36612,3
36613,0
36614,10
36615,2
36616,6
36617,3
36618,5
36619,0
36620,4
36621,3
36622,3
36623,5
36624,0
36625,5
36626,1
36627,7
36628,1
36629,6
36630,8
36631,3
36632,2
36633,6
36634,1
36635,4
36636,7
36637,2
36638,1
36639,11
36640,5
36641,3
36642,4
36643,6
36644,2
36645,2
36646,2
36647,7
36648,6
36649,0
36650,7
36651,4
36652,3
36653,5
36654,2
36655,4
36656,3
36657,7
36658,7
36659,8
36660,7
36661,6
36662,3
36663,9
36664,6
36665,3
36666,11
36667,5
36668,2
36669,9
36670,8
36671,4
36672,4
36673,2
36674,2
36675,6
36676,4
36677,5
36678,4
36679,10
36680,3
36681,9
36682,12
36683,4
36684,6
36685,7
36686,5
36687,2
36688,2
36689,6
36690,5
36691,4
36692,8
36693,9
36694,6
36695,6
36696,7
36697,14
36698,8
36699,10
36700,5
36701,2
36702,6
36703,9
36704,1
36705,8
36706,9
36707,8
36708,11
36709,1
36710,10
36711,5
36712,2
36713,8
36714,0
36715,4
36716,5
36717,2
36718,9
36719,3
36720,5
36721,1
36722,9
36723,4
36724,6
36725,2
36726,5
36727,2
36728,5
36729,1
36730,1
36731,5
36732,0
36733,2
36734,4
36735,0
36736,6
36737,4
36738,4
36739,8
36740,6
36741,5
36742,4
36743,3
36744,3
36745,0
36746,4
36747,0
36748,4
36749,4
36750,14
36751,4
36752,4
36753,3
36754,1
36755,5
36756,0
36757,4
36758,3
36759,6
36760,3
36761,3
36762,3
36763,3
36764,2
36765,2
36766,4
36767,1
36768,3
36769,5
36770,3
36771,2
36772,1
36773,5
36774,6
36775,10
36776,6
36777,8
36778,1
36779,5
36780,2
36781,0
36782,2
36783,11
36784,0
36785,4
36786,6
36787,1
36788,3
36789,5
36790,2
36791,0
36792,4
36793,6
36794,0
36795,10
36796,0
36797,7
36798,1
36799,0
36800,7
36801,10
36802,3
36803,10
36804,3
36805,4
36806,4
36807,9
36808,0
36809,3
36810,2
36811,2
36812,0
36813,1
36814,5
36815,0
36816,6
36817,6
36818,2
36819,14
36820,3
36821,1
36822,5
36823,4
36824,5
36825,6
36826,6
36827,5
36828,5
36829,3
36830,1
36831,11
36832,2
36833,5
36834,7
36835,2
36836,2
36837,4
36838,5
36839,0
36840,5
36841,7
36842,3
36843,7
36844,1
36845,5
36846,3
36847,6
36848,3
36849,7
36850,6
36851,4
36852,6
36853,7
36854,2
36855,3
36856,5
36857,10
36858,1
36859,9
36860,2
36861,2
36862,6
36863,4
36864,9
36865,7
36866,2
36867,7
36868,4
36869,6
36870,4
36871,2
36872,7
36873,8
36874,2
36875,5
36876,5
36877,2
36878,3
36879,13
36880,3
36881,7
36882,5
36883,4
36884,1
36885,2
36886,2
36887,11
36888,2
36889,12
36890,7
36891,7
36892,7
36893,4
36894,6
36895,4
36896,4
36897,1
36898,6
36899,6
36900,8
36901,4
36902,4
36903,0
36904,5
36905,7
36906,4
36907,4
36908,632
36909,4
36910,0
36911,3
36912,9
36913,5
36914,2
36915,4
36916,2
36917,6
36918,9
36919,3
36920,4
36921,7
36922,5
36923,4
36924,6
36925,0
36926,4
36927,3
36928,3
36929,4
36930,2
36931,4
36932,4
36933,5
36934,2
36935,4
36936,10
36937,3
36938,8
36939,4
36940,6
36941,6
36942,0
36943,4
36944,3
36945,1
36946,1
36947,5
36948,0
36949,4
36950,2
36951,104
36952,2
36953,0
36954,5
36955,2
36956,7
36957,2
36958,3
36959,6
36960,6
36961,9
36962,8
36963,5
36964,5
36965,6
36966,6
36967,6
36968,6
36969,6
36970,10
36971,3
36972,5
36973,4
36974,0
36975,5
36976,4
36977,5
36978,6
36979,2
36980,7
36981,2
36982,3
36983,2
36984,4
36985,2
36986,6
36987,6
36988,2
36989,8
36990,2
36991,4
36992,6
36993,9
36994,7
36995,6
36996,4
36997,3
36998,0
36999,6
37000,1
37001,4
37002,3
37003,7
37004,2
37005,10
37006,6
37007,7
37008,9
37009,1
37010,3
37011,3
37012,3
37013,1
37014,11
37015,0
37016,7
37017,0
37018,7
37019,5
37020,8
37021,3
37022,6
37023,0
37024,3
37025,8
37026,0
37027,2
37028,2
37029,0
37030,4
37031,4
37032,8
37033,2
37034,4
37035,1
37036,1
37037,7
37038,5
37039,4
37040,5
37041,5
37042,7
37043,6
37044,1
37045,11
37046,3
37047,10
37048,8
37049,1
37050,6
37051,6
37052,3
37053,3
37054,3
37055,7
37056,4
37057,3
37058,6
37059,0
37060,7
37061,5
37062,8
37063,1
37064,10
37065,0
37066,1
37067,2
37068,0
37069,6
37070,3
37071,2
37072,7
37073,2
37074,3
37075,2
37076,5
37077,6
37078,12
37079,5
37080,5
37081,6
37082,3
37083,1
37084,7
37085,3
37086,3
37087,11
37088,6
37089,11
37090,5
37091,2
37092,1
37093,14
37094,0
37095,2
37096,0
37097,1
37098,2
37099,2
37100,1
37101,2
37102,2
37103,9
37104,0
37105,5
37106,3
37107,4
37108,6
37109,2
37110,5
37111,5
37112,1
37113,6
37114,2
37115,2
37116,8
37117,8
37118,4
37119,6
37120,2
37121,6
37122,3
37123,8
37124,4
37125,4
37126,2
37127,9
37128,4
37129,5
37130,4
37131,2
37132,2
37133,2
37134,3
37135,3
37136,1
37137,4
37138,3
37139,4
37140,6
37141,4
37142,6
37143,7
37144,2
37145,3
37146,5
37147,1
37148,5
37149,6
37150,2
37151,3
37152,7
37153,4
37154,5
37155,3
37156,3
37157,5
37158,9
37159,5
37160,7
37161,11
37162,2
37163,11
37164,8
37165,7
37166,8
37167,5
37168,5
37169,8
37170,7
37171,4
37172,2
37173,3
37174,6
37175,1
37176,7
37177,9
37178,7
37179,15
37180,3
37181,2
37182,10
37183,6
37184,4
37185,7
37186,4
37187,4
37188,2
37189,6
37190,12
37191,5
37192,10
37193,2
37194,3
37195,2
37196,1
37197,6
37198,6
37199,2
37200,5
37201,5
37202,8
37203,4
37204,3
37205,4
37206,6
37207,10
37208,0
37209,7
37210,6
37211,4
37212,10
37213,7
37214,3
37215,15
37216,4
37217,9
37218,4
37219,4
37220,0
37221,3
37222,5
37223,4
37224,1
37225,7
37226,4
37227,5
37228,4
37229,2
37230,1
37231,9
37232,1
37233,10
37234,0
37235,5
37236,4
37237,7
37238,3
37239,6
37240,11
37241,14
37242,2
37243,8
37244,8
37245,0
37246,8
37247,2
37248,3
37249,7
37250,7
37251,1
37252,7
37253,4
37254,11
37255,5
37256,0
37257,3
37258,6
37259,4
37260,5
37261,12
37262,6
37263,10
37264,13
37265,0
37266,4
37267,4
37268,3
37269,7
37270,2
37271,6
37272,6
37273,3
37274,1
37275,5
37276,5
37277,7
37278,3
37279,7
37280,5
37281,2
37282,4
37283,4
37284,0
37285,10
37286,4
37287,3
37288,9
37289,2
37290,4
37291,9
37292,2
37293,7
37294,5
37295,8
37296,7
37297,8
37298,4
37299,6
37300,5
37301,7
37302,10
37303,12
37304,8
37305,11
37306,8
37307,4
37308,2
37309,9
37310,3
37311,4
37312,4
37313,1
37314,1
37315,10
37316,0
37317,2
37318,3
37319,6
37320,7
37321,6
37322,1
37323,3
37324,7
37325,8
37326,9
37327,9
37328,3
37329,2
37330,6
37331,4
37332,3
37333,7
37334,0
37335,7
37336,0
37337,13
37338,8
37339,1
37340,4
37341,4
37342,1
37343,7
37344,1
37345,6
37346,11
37347,2
37348,5
37349,3
37350,3
37351,4
37352,7
37353,2
37354,6
37355,7
37356,1
37357,2
37358,4
37359,7
37360,0
37361,8
37362,7
37363,7
37364,5
37365,3
37366,4
37367,2
37368,7
37369,5
37370,9
37371,4
37372,4
37373,5
37374,9
37375,6
37376,2
37377,5
37378,7
37379,3
37380,7
37381,8
37382,2
37383,2
37384,6
37385,0
37386,3
37387,4
37388,1
37389,3
37390,2
37391,1
37392,13
37393,5
37394,8
37395,4
37396,4
37397,7
37398,7
37399,3
37400,4
37401,3
37402,4
37403,6
37404,5
37405,3
37406,10
37407,10
37408,9
37409,12
37410,2
37411,6
37412,10
37413,9
37414,5
37415,9
37416,0
37417,4
37418,7
37419,4
37420,13
37421,5
37422,5
37423,5
37424,6
37425,6
37426,6
37427,9
37428,8
37429,11
37430,11
37431,6
37432,13
37433,3
37434,7
37435,6
37436,4
37437,9
37438,8
37439,0
37440,7
37441,7
37442,9
37443,2
37444,9
37445,4
37446,7
37447,5
37448,7
37449,9
37450,2
37451,3
37452,8
37453,8
37454,4
37455,10
37456,12
37457,6
37458,8
37459,8
37460,6
37461,1
37462,9
37463,0
37464,5
37465,5
37466,7
37467,3
37468,7
37469,6
37470,6
37471,7
37472,7
37473,4
37474,4
37475,4
37476,6
37477,6
37478,2
37479,1
37480,1
37481,9
37482,6
37483,8
37484,5
37485,10
37486,4
37487,6
37488,5
37489,3
37490,5
37491,10
37492,8
37493,8
37494,8
37495,2
37496,7
37497,3
37498,5
37499,7
37500,2
37501,4
37502,0
37503,4
37504,9
37505,0
37506,4
37507,4
37508,3
37509,4
37510,3
37511,4
37512,8
37513,3
37514,3
37515,2
37516,1
37517,11
37518,5
37519,5
37520,2
37521,3
37522,3
37523,2
37524,6
37525,8
37526,5
37527,4
37528,4
37529,4
37530,18
37531,2
37532,5
37533,15
37534,8
37535,11
37536,10
37537,6
37538,3
37539,5
37540,3
37541,8
37542,5
37543,10
37544,4
37545,9
37546,5
37547,3
37548,4
37549,5
37550,3
37551,4
37552,6
37553,8
37554,2
37555,7
37556,2
37557,4
37558,8
37559,4
37560,1
37561,4
37562,5
37563,6
37564,8
37565,7
37566,2
37567,2
37568,8
37569,9
37570,7
37571,5
37572,9
37573,7
37574,3
37575,2
37576,3
37577,7
37578,8
37579,5
37580,6
37581,10
37582,21
37583,6
37584,3
37585,21
37586,3
37587,6
37588,25
37589,2
37590,9
37591,23
37592,4
37593,2
37594,5
37595,4
37596,10
37597,7
37598,6
37599,7
37600,3
37601,7
37602,6
37603,6
37604,4
37605,7
37606,7
37607,2
37608,11
37609,9
37610,3
37611,3
37612,6
37613,15
37614,8
37615,20
37616,1
37617,7
37618,24
37619,2
37620,5
37621,3
37622,1
37623,4
37624,21
37625,5
37626,4
37627,25
37628,4
37629,6
37630,20
37631,5
37632,3
37633,10
37634,8
37635,5
37636,3
37637,3
37638,5
37639,5
37640,11
37641,4
37642,4
37643,13
37644,4
37645,2
37646,5
37647,4
37648,3
37649,3
37650,3
37651,7
37652,3
37653,7
37654,3
37655,8
37656,4
37657,9
37658,10
37659,9
37660,1
37661,4
37662,6
37663,1
37664,1
37665,7
37666,6
37667,0
37668,9
37669,1
37670,6
37671,8
37672,3
37673,6
37674,7
37675,2
37676,6
37677,4
37678,2
37679,5
37680,5
37681,6
37682,6
37683,11
37684,1
37685,5
37686,4
37687,8
37688,14
37689,6
37690,9
37691,6
37692,4
37693,5
37694,1
37695,7
37696,2
37697,3
37698,4
37699,2
37700,0
37701,8
37702,3
37703,4
37704,2
37705,4
37706,5
37707,2
37708,4
37709,7
37710,3
37711,4
37712,4
37713,2
37714,7
37715,9
37716,8
37717,8
37718,15
37719,4
37720,13
37721,5
37722,2
37723,4
37724,3
37725,2
37726,7
37727,3
37728,7
37729,5
37730,9
37731,3
37732,1
37733,8
37734,5
37735,6
37736,11
37737,3
37738,8
37739,6
37740,0
37741,7
37742,7
37743,16
37744,14
37745,24
37746,9
37747,11
37748,3
37749,22
37750,8
37751,2
37752,5
37753,4
37754,3
37755,1
37756,5
37757,9
37758,18
37759,8
37760,5
37761,19
37762,0
37763,9
37764,4
37765,22
37766,10
37767,1
37768,5
37769,6
37770,5
37771,14
37772,4
37773,10
37774,8
37775,3
37776,8
37777,8
37778,2
37779,6
37780,3
37781,3
37782,7
37783,10
37784,3
37785,3
37786,6
37787,2
37788,6
37789,10
37790,7
37791,5
37792,8
37793,4
37794,17
37795,4
37796,7
37797,5
37798,6
37799,8
37800,0
37801,7
37802,5
37803,3
37804,12
37805,7
37806,2
37807,8
37808,5
37809,0
37810,9
37811,4
37812,7
37813,7
37814,11
37815,10
37816,5
37817,1
37818,7
37819,3
37820,6
37821,11
37822,4
37823,13
37824,9
37825,3
37826,7
37827,9
37828,6
37829,9
37830,5
37831,3
37832,2
37833,8
37834,4
37835,5
37836,6
37837,2
37838,8
37839,11
37840,5
37841,7
37842,5
37843,5
37844,3
37845,15
37846,6
37847,13
37848,1
37849,15
37850,1
37851,7
37852,18
37853,1
37854,2
37855,18
37856,0
37857,6
37858,20
37859,4
37860,12
37861,18
37862,4
37863,6
37864,2
37865,2
37866,7
37867,5
37868,2
37869,4
37870,8
37871,13
37872,11
37873,2
37874,5
37875,9
37876,4
37877,5
37878,4
37879,5
37880,6
37881,9
37882,8
37883,15
37884,5
37885,7
37886,13
37887,7
37888,4
37889,6
37890,0
37891,0
37892,8
37893,3
37894,7
37895,5
37896,5
37897,4
37898,7
37899,6
37900,4
37901,2
37902,4
37903,4
37904,3
37905,6
37906,5
37907,16
37908,11
37909,8
37910,26
37911,2
37912,6
37913,20
37914,5
37915,10
37916,0
37917,3
37918,2
37919,7
37920,2
37921,3
37922,8
37923,4
37924,9
37925,6
37926,4
37927,5
37928,1
37929,10
37930,6
37931,10
37932,8
37933,5
37934,6
37935,14
37936,7
37937,7
37938,13
37939,9
37940,4
37941,8
37942,0
37943,4
37944,7
37945,5
37946,10
37947,7
37948,2
37949,11
37950,7
37951,9
37952,0
37953,13
37954,10
37955,11
37956,6
37957,9
37958,11
37959,7
37960,6
37961,9
37962,8
37963,2
37964,9
37965,4
37966,0
37967,10
37968,6
37969,13
37970,7
37971,4
37972,1
37973,0
37974,1
37975,2
37976,6
37977,12
37978,1
37979,6
37980,4
37981,4
37982,5
37983,0
37984,4
37985,13
37986,4
37987,11
37988,7
37989,2
37990,4
37991,5
37992,2
37993,34
37994,10
37995,15
37996,4
37997,2
37998,2
37999,9
38000,1
38001,2
38002,4
38003,2
38004,7
38005,2
38006,8
38007,1
38008,7
38009,7
38010,8
38011,5
38012,12
38013,8
38014,5
38015,12
38016,10
38017,8
38018,17
38019,6
38020,2
38021,13
38022,6
38023,3
38024,19
38025,6
38026,4
38027,8
38028,4
38029,0
38030,4
38031,3
38032,4
38033,6
38034,10
38035,7
38036,3
38037,8
38038,7
38039,4
38040,8
38041,7
38042,4
38043,10
38044,17
38045,7
38046,12
38047,10
38048,5
38049,6
38050,8
38051,0
38052,8
38053,6
38054,11
38055,3
38056,2
38057,2
38058,10
38059,4
38060,4
38061,15
38062,2
38063,11
38064,15
38065,3
38066,8
38067,6
38068,2
38069,8
38070,3
38071,9
38072,14
38073,7
38074,4
38075,12
38076,6
38077,9
38078,7
38079,2
38080,4
38081,8
38082,8
38083,9
38084,6
38085,8
38086,5
38087,1
38088,7
38089,4
38090,12
38091,9
38092,10
38093,6
38094,9
38095,2
38096,10
38097,5
38098,1
38099,6
38100,16
38101,1
38102,8
38103,7
38104,7
38105,2
38106,6
38107,6
38108,0
38109,0
38110,8
38111,7
38112,6
38113,4
38114,20
38115,3
38116,13
38117,4
38118,1
38119,6
38120,8
38121,5
38122,5
38123,5
38124,11
38125,8
38126,2
38127,4
38128,7
38129,4
38130,10
38131,4
38132,6
38133,5
38134,4
38135,0
38136,4
38137,6
38138,10
38139,6
38140,7
38141,2
38142,5
38143,2
38144,4
38145,5
38146,9
38147,14
38148,9
38149,10
38150,11
38151,3
38152,6
38153,7
38154,3
38155,4
38156,12
38157,2
38158,2
38159,4
38160,3
38161,7
38162,14
38163,4
38164,7
38165,16
38166,9
38167,20
38168,4
38169,7
38170,9
38171,5
38172,7
38173,8
38174,15
38175,6
38176,13
38177,6
38178,7
38179,9
38180,19
38181,2
38182,9
38183,28
38184,6
38185,12
38186,7
38187,9
38188,15
38189,1
38190,0
38191,10
38192,3
38193,4
38194,12
38195,5
38196,5
38197,14
38198,4
38199,3
38200,15
38201,1
38202,9
38203,5
38204,13
38205,2
38206,7
38207,8
38208,3
38209,2
38210,7
38211,2
38212,11
38213,7
38214,5
38215,7
38216,10
38217,6
38218,3
38219,2
38220,4
38221,4
38222,8
38223,3
38224,13
38225,1
38226,5
38227,4
38228,11
38229,3
38230,12
38231,7
38232,7
38233,7
38234,10
38235,3
38236,24
38237,6
38238,3
38239,28
38240,9
38241,8
38242,32
38243,6
38244,6
38245,23
38246,4
38247,3
38248,6
38249,4
38250,12
38251,10
38252,3
38253,3
38254,8
38255,2
38256,4
38257,3
38258,8
38259,5
38260,1
38261,6
38262,2
38263,12
38264,5
38265,29
38266,2
38267,7
38268,20
38269,2
38270,8
38271,23
38272,4
38273,6
38274,2
38275,8
38276,1
38277,26
38278,2
38279,9
38280,24
38281,7
38282,6
38283,25
38284,6
38285,6
38286,2
38287,6
38288,5
38289,1
38290,9
38291,5
38292,2
38293,6
38294,0
38295,8
38296,2
38297,11
38298,2
38299,5
38300,5
38301,0
38302,5
38303,8
38304,3
38305,10
38306,14
38307,10
38308,8
38309,17
38310,14
38311,18
38312,5
38313,25
38314,5
38315,7
38316,17
38317,2
38318,8
38319,4
38320,11
38321,6
38322,1
38323,8
38324,5
38325,6
38326,4
38327,12
38328,2
38329,4
38330,8
38331,3
38332,7
38333,2
38334,8
38335,17
38336,5
38337,8
38338,2
38339,3
38340,6
38341,16
38342,5
38343,7
38344,7
38345,0
38346,8
38347,2
38348,3
38349,2
38350,16
38351,6
38352,0
38353,5
38354,12
38355,9
38356,6
38357,8
38358,2
38359,5
38360,13
38361,4
38362,10
38363,13
38364,6
38365,8
38366,10
38367,5
38368,7
38369,4
38370,19
38371,7
38372,5
38373,24
38374,0
38375,11
38376,17
38377,5
38378,4
38379,26
38380,4
38381,8
38382,9
38383,12
38384,1
38385,8
38386,3
38387,7
38388,4
38389,8
38390,7
38391,12
38392,7
38393,6
38394,5
38395,4
38396,0
38397,3
38398,8
38399,5
38400,4
38401,6
38402,4
38403,7
38404,7
38405,0
38406,7
38407,8
38408,4
38409,7
38410,2
38411,5
38412,8
38413,1
38414,10
38415,10
38416,0
38417,5
38418,9
38419,6
38420,1
38421,13
38422,0
38423,4
38424,6
38425,0
38426,12
38427,5
38428,9
38429,3
38430,1
38431,4
38432,6
38433,8
38434,6
38435,3
38436,8
38437,12
38438,11
38439,9
38440,5
38441,10
38442,8
38443,9
38444,8
38445,11
38446,9
38447,17
38448,14
38449,9
38450,5
38451,6
38452,4
38453,5
38454,7
38455,5
38456,4
38457,2
38458,3
38459,0
38460,6
38461,9
38462,4
38463,2
38464,4
38465,10
38466,6
38467,7
38468,6
38469,9
38470,4
38471,5
38472,5
38473,4
38474,6
38475,6
38476,6
38477,7
38478,6
38479,5
38480,5
38481,9
38482,6
38483,7
38484,5
38485,7
38486,2
38487,11
38488,1
38489,4
38490,1
38491,3
38492,6
38493,2
38494,8
38495,6
38496,5
38497,20
38498,4
38499,5
38500,22
38501,4
38502,9
38503,19
38504,4
38505,8
38506,18
38507,12
38508,4
38509,1
38510,13
38511,3
38512,7
38513,8
38514,6
38515,7
38516,12
38517,2
38518,10
38519,7
38520,7
38521,7
38522,2
38523,8
38524,8
38525,6
38526,28
38527,0
38528,4
38529,3
38530,6
38531,4
38532,15
38533,5
38534,6
38535,21
38536,8
38537,3
38538,5
38539,0
38540,7
38541,17
38542,7
38543,6
38544,19
38545,4
38546,10
38547,7
38548,17
38549,3
38550,3
38551,10
38552,2
38553,5
38554,9
38555,16
38556,6
38557,4
38558,13
38559,4
38560,6
38561,3
38562,11
38563,6
38564,16
38565,2
38566,8
38567,10
38568,2
38569,5
38570,10
38571,12
38572,10
38573,10
38574,15
38575,0
38576,8
38577,8
38578,1
38579,12
38580,4
38581,7
38582,3
38583,7
38584,6
38585,4
38586,4
38587,8
38588,2
38589,7
38590,9
38591,9
38592,12
38593,5
38594,3
38595,7
38596,1
38597,10
38598,9
38599,8
38600,2
38601,9
38602,9
38603,10
38604,9
38605,10
38606,5
38607,6
38608,6
38609,9
38610,5
38611,10
38612,8
38613,10
38614,4
38615,6
38616,10
38617,3
38618,4
38619,5
38620,3
38621,7
38622,4
38623,5
38624,4
38625,5
38626,2
38627,2
38628,7
38629,1
38630,5
38631,4
38632,11
38633,2
38634,6
38635,13
38636,4
38637,6
38638,9
38639,6
38640,6
38641,11
38642,9
38643,2
38644,3
38645,6
38646,8
38647,6
38648,5
38649,6
38650,5
38651,8
38652,2
38653,6
38654,4
38655,4
38656,2
38657,7
38658,8
38659,4
38660,7
38661,15
38662,3
38663,3
38664,2
38665,0
38666,5
38667,11
38668,11
38669,5
38670,11
38671,2
38672,11
38673,13
38674,3
38675,10
38676,4
38677,6
38678,8
38679,16
38680,6
38681,14
38682,17
38683,10
38684,11
38685,13
38686,6
38687,3
38688,3
38689,5
38690,6
38691,4
38692,2
38693,1
38694,2
38695,6
38696,4
38697,6
38698,6
38699,4
38700,7
38701,2
38702,2
38703,2
38704,3
38705,5
38706,6
38707,10
38708,2
38709,5
38710,11
38711,4
38712,4
38713,13
38714,6
38715,4
38716,6
38717,5
38718,7
38719,4
38720,4
38721,5
38722,19
38723,3
38724,6
38725,4
38726,11
38727,8
38728,5
38729,2
38730,7
38731,8
38732,4
38733,4
38734,12
38735,8
38736,6
38737,6
38738,6
38739,1
38740,3
38741,7
38742,3
38743,5
38744,3
38745,5
38746,5
38747,4
38748,2
38749,2
38750,1
38751,0
38752,5
38753,5
38754,7
38755,6
38756,1
38757,7
38758,4
38759,2
38760,13
38761,3
38762,12
38763,14
38764,3
38765,9
38766,9
38767,2
38768,2
38769,18
38770,0
38771,6
38772,10
38773,7
38774,0
38775,2
38776,5
38777,1
38778,1
38779,2
38780,4
38781,3
38782,7
38783,2
38784,4
38785,10
38786,4
38787,0
38788,16
38789,0
38790,4
38791,6
38792,7
38793,5
38794,6
38795,4
38796,4
38797,11
38798,9
38799,0
38800,3
38801,1
38802,2
38803,7
38804,11
38805,11
38806,3
38807,6
38808,4
38809,4
38810,5
38811,7
38812,13
38813,10
38814,6
38815,11
38816,15
38817,6
38818,13
38819,6
38820,6
38821,13
38822,13
38823,6
38824,9
38825,11
38826,0
38827,5
38828,20
38829,6
38830,8
38831,8
38832,8
38833,4
38834,18
38835,2
38836,3
38837,11
38838,6
38839,4
38840,6
38841,6
38842,6
38843,7
38844,7
38845,5
38846,8
38847,3
38848,7
38849,11
38850,1
38851,6
38852,7
38853,2
38854,3
38855,14
38856,4
38857,7
38858,11
38859,12
38860,3
38861,7
38862,5
38863,3
38864,9
38865,5
38866,6
38867,12
38868,4
38869,9
38870,7
38871,8
38872,3
38873,4
38874,8
38875,15
38876,2
38877,11
38878,2
38879,6
38880,9
38881,3
38882,5
38883,7
38884,3
38885,12
38886,10
38887,7
38888,10
38889,6
38890,1
38891,19
38892,3
38893,7
38894,9
38895,3
38896,4
38897,2
38898,2
38899,4
38900,12
38901,9
38902,5
38903,3
38904,2
38905,2
38906,3
38907,0
38908,10
38909,5
38910,5
38911,6
38912,17
38913,4
38914,4
38915,11
38916,6
38917,5
38918,16
38919,6
38920,6
38921,14
38922,4
38923,8
38924,2
38925,0
38926,7
38927,0
38928,3
38929,12
38930,7
38931,6
38932,8
38933,3
38934,3
38935,4
38936,6
38937,9
38938,3
38939,8
38940,5
38941,5
38942,11
38943,5
38944,7
38945,5
38946,3
38947,10
38948,7
38949,5
38950,0
38951,8
38952,4
38953,4
38954,7
38955,19
38956,7
38957,5
38958,11
38959,5
38960,10
38961,7
38962,10
38963,7
38964,3
38965,8
38966,2
38967,2
38968,6
38969,10
38970,4
38971,12
38972,5
38973,5
38974,12
38975,5
38976,7
38977,19
38978,11
38979,11
38980,9
38981,4
38982,4
38983,6
38984,8
38985,8
38986,17
38987,11
38988,10
38989,8
38990,10
38991,2
38992,5
38993,9
38994,9
38995,10
38996,12
38997,10
38998,2
38999,5
39000,10
39001,3
39002,0
39003,7
39004,2
39005,9
39006,4
39007,6
39008,9
39009,26
39010,3
39011,11
39012,9
39013,6
39014,5
39015,10
39016,6
39017,7
39018,2
39019,7
39020,11
39021,4
39022,2
39023,7
39024,8
39025,4
39026,1
39027,5
39028,2
39029,4
39030,11
39031,6
39032,5
39033,11
39034,9
39035,4
39036,10
39037,1
39038,5
39039,1
39040,5
39041,7
39042,8
39043,6
39044,7
39045,5
39046,12
39047,6
39048,4
39049,8
39050,3
39051,3
39052,6
39053,3
39054,7
39055,13
39056,4
39057,4
39058,4
39059,1
39060,7
39061,1
39062,9
39063,3
39064,4
39065,8
39066,4
39067,4
39068,7
39069,2
39070,2
39071,12
39072,6
39073,7
39074,6
39075,6
39076,0
39077,1
39078,3
39079,11
39080,2
39081,2
39082,12
39083,1
39084,4
39085,7
39086,2
39087,5
39088,7
39089,6
39090,4
39091,4
39092,4
39093,8
39094,2
39095,3
39096,4
39097,10
39098,2
39099,6
39100,10
39101,7
39102,2
39103,6
39104,5
39105,2
39106,6
39107,8
39108,5
39109,8
39110,3
39111,5
39112,6
39113,1
39114,7
39115,3
39116,16
39117,5
39118,6
39119,11
39120,14
39121,3
39122,15
39123,5
39124,17
39125,8
39126,10
39127,1
39128,11
39129,5
39130,5
39131,5
39132,7
39133,2
39134,9
39135,4
39136,7
39137,13
39138,4
39139,3
39140,16
39141,5
39142,6
39143,4
39144,4
39145,6
39146,7
39147,6
39148,6
39149,6
39150,4
39151,3
39152,4
39153,5
39154,6
39155,4
39156,7
39157,3
39158,6
39159,0
39160,6
